==29999== NVPROF is profiling process 29999, command: ./mbnet
==29999== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==29999== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==29999== Profiling application: ./mbnet
==29999== Profiling result:
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
 GPU activities:   75.04%  1.10492s     10005  110.44us  78.913us  793.03us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=6, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
                   10.11%  148.93ms     40194  3.7050us     384ns  533.60us  [CUDA memcpy HtoD]
                    0.00%  26.913us         5  5.3820us  4.6090us  6.2080us  cuInit
                    0.00%  14.336us         8  1.7920us     928ns  3.5840us  cuDeviceGetCount
                    0.00%  11.040us         6  1.8400us  1.2160us  2.2400us  cuDeviceGetName
                    0.00%  8.4480us         7  1.2060us     768ns  1.8240us  cuDeviceGet
                    0.00%  5.5040us         8     688ns     576ns     800ns  cudaPeekAtLastError
                    0.00%  4.5120us         6     752ns     672ns     864ns  cuDeviceGetUuid
                    0.00%  2.9120us         2  1.4560us  1.4080us  1.5040us  cuDevicePrimaryCtxRelease

==29999== NVTX result:
==29999==   Thread "<unnamed>" (id = 1938149392)
==29999==     Domain "TensorRT"
==29999==       Range "(Unnamed Layer* 0) [Convolution]"
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
          Range:  100.00%  1.04584s     10000  104.58us  84.992us  14.432ms  (Unnamed Layer* 0) [Convolution]
 GPU activities:  100.00%  1.10426s     10000  110.43us  78.913us  793.03us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=6, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
      API calls:  100.00%  908.60ms     10000  90.859us  73.216us  14.412ms  cudaLaunchKernel

==29999==       Range "ExecutionContext::execute"
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
          Range:  100.00%  8.33187s     10000  833.19us  244.80us  34.385ms  ExecutionContext::execute
 GPU activities:  100.00%  1.10426s     10000  110.43us  78.913us  793.03us  void fused::fusedConvolutionReluKernel<fused::SrcChwcPtr_FltTex_Reader<float, int=1, int=1, int=1, int=1>, fused::KpqkPtrWriter<float, int=1, int=1, int=1>, float, float, int=4, int=6, int=4, int=5, int=5, int=1, int=1>(fused::ConvolutionParams<floatSrcType, int=1, int=1Type>)
      API calls:  100.00%  908.60ms     10000  90.859us  73.216us  14.412ms  cudaLaunchKernel

==29999== Warning: Some profiling data are not recorded. Make sure cudaProfilerStop() or cuProfilerStop() is called before application exit to flush profile data.
