==10114== NVPROF is profiling process 10114, command: ./mbnet
==10114== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==10114== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==10114== Profiling application: ./mbnet
==10114== Profiling result:
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
 GPU activities:   50.91%  47.4829s     10003  4.7469ms  1.7182ms  9.6591ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_relu_tile148t_nt_v0
                   46.33%  43.2094s     20068  2.1531ms  400.80us  5.6003ms  [CUDA memcpy DtoD]
                    0.01%  23.617ms     10003  2.3600us  1.8560us  84.480us  cudaDeviceGetStreamPriorityRange
                    0.01%  15.741ms       340  46.297us  17.761us  208.48us  cudaStreamAddCallback
                    0.01%  13.636ms     20008     681ns     416ns  723.59us  cudaRuntimeGetVersion
                    0.00%  6.2573ms     10004     625ns     448ns  33.920us  cudaDriverGetVersion
                    0.00%  4.1454ms       340  12.192us  4.3840us  89.824us  cudaEventElapsedTime
                    0.00%  1.5225ms        42  36.249us  32.192us  57.824us  cudaCreateTextureObject
                    0.00%  1.2038ms        42  28.662us  10.560us  186.91us  cudaDestroyTextureObject
                    0.00%  652.71us       568  1.1490us     416ns  47.776us  cuDeviceGetAttribute
                    0.00%  97.698us         6  16.283us  7.5840us  21.920us  cuDeviceTotalMem
                    0.00%  33.248us        42     791ns     576ns  1.3760us  cudaCreateChannelDesc
                    0.00%  25.952us         5  5.1900us  4.5440us  6.4640us  cuInit
                    0.00%  15.328us         5  3.0650us  2.4640us  4.8640us  cuDriverGetVersion
                    0.00%  15.296us         8  1.9120us  1.1200us  4.6080us  cuDeviceGetCount
                    0.00%  11.488us         6  1.9140us  1.5680us  2.2720us  cuDeviceGetName
                    0.00%  8.6720us         7  1.2380us     896ns  1.9200us  cuDeviceGet
                    0.00%  8.1280us         8  1.0160us     672ns  1.5360us  cudaPeekAtLastError
                    0.00%  5.3450us         6     890ns     736ns  1.1200us  cuDeviceGetUuid
                    0.00%  3.9360us         2  1.9680us  1.8880us  2.0480us  cuDevicePrimaryCtxRelease

==10114== NVTX result:
==10114==   Thread "<unnamed>" (id = 1957969936)
==10114==     Domain "TensorRT"
==10114==       Range "(Unnamed Layer* 0) [Convolution]"
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
          Range:  100.00%  768.90ms     10000  76.889us  60.224us  2.1838ms  (Unnamed Layer* 0) [Convolution]
 GPU activities:  100.00%  47.4777s     10000  4.7478ms  1.7182ms  9.6591ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_relu_tile148t_nt_v0
      API calls:  100.00%  594.88ms     10000  59.488us  46.752us  2.1614ms  cudaLaunchKernel

==10114==       Range "ExecutionContext::execute"
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
          Range:  100.00%  83.9476s     10000  8.3948ms  3.0518ms  15.481ms  ExecutionContext::execute
 GPU activities:   65.39%  47.4777s     10000  4.7478ms  1.7182ms  9.6591ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_relu_tile148t_nt_v0
                   34.61%  25.1287s     10000  2.5129ms  1.0958ms  5.6003ms  [CUDA memcpy DtoD]
      API calls:   69.58%  1.36057s     10000  136.06us  94.752us  1.2651ms  cudaMemcpyAsync
                   30.42%  594.88ms     10000  59.488us  46.752us  2.1614ms  cudaLaunchKernel

==10114== Warning: Some profiling data are not recorded. Make sure cudaProfilerStop() or cuProfilerStop() is called before application exit to flush profile data.
