==29679== NVPROF is profiling process 29679, command: ./mbnet
==29679== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==29679== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==29679== Profiling application: ./mbnet
==29679== Profiling result:
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
 GPU activities:   77.29%  6.10552s     10003  610.37us  404.19us  640.74us  trt_maxwell_scudnn_128x64_relu_interior_nn_v1
                    7.47%  589.95ms     20056  29.415us  17.920us  47.840us  [CUDA memcpy DtoD]
                    0.00%  12.544us         5  2.5080us  1.5360us  4.6080us  cuDriverGetVersion
                    0.00%  9.6320us         6  1.6050us  1.2800us  1.8560us  cuDeviceGetName
                    0.00%  8.1920us         7  1.1700us     800ns  1.7920us  cuDeviceGet
                    0.00%  5.2480us         8     656ns     576ns     736ns  cudaPeekAtLastError
                    0.00%  4.1920us         6     698ns     576ns     768ns  cuDeviceGetUuid
                    0.00%  4.1600us         2  2.0800us  1.6640us  2.4960us  cuDevicePrimaryCtxRelease

==29679== NVTX result:
==29679==   Thread "<unnamed>" (id = 2240471056)
==29679==     Domain "TensorRT"
==29679==       Range "(Unnamed Layer* 0) [Convolution]"
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
          Range:  100.00%  768.74ms     10000  76.873us  64.128us  11.759ms  (Unnamed Layer* 0) [Convolution]
 GPU activities:  100.00%  6.10428s     10000  610.43us  412.00us  640.74us  trt_maxwell_scudnn_128x64_relu_interior_nn_v1
      API calls:  100.00%  572.00ms     10000  57.199us  47.136us  8.0025ms  cudaLaunchKernel

==29679==       Range "ExecutionContext::execute"
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
          Range:  100.00%  21.9004s     10000  2.1900ms  671.43us  34.735ms  ExecutionContext::execute
 GPU activities:   95.61%  6.10428s     10000  610.43us  412.00us  640.74us  trt_maxwell_scudnn_128x64_relu_interior_nn_v1
                    4.39%  280.60ms     10000  28.060us  18.400us  33.760us  [CUDA memcpy DtoD]
      API calls:   59.63%  844.93ms     10000  84.492us  55.904us  18.304ms  cudaMemcpyAsync
                   40.37%  572.00ms     10000  57.199us  47.136us  8.0025ms  cudaLaunchKernel

==29679== Warning: Some profiling data are not recorded. Make sure cudaProfilerStop() or cuProfilerStop() is called before application exit to flush profile data.
