==27726== NVPROF is profiling process 27726, command: ./mbnet
==27726== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==27726== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==27726== Profiling application: ./mbnet
==27726== Profiling result:
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
 GPU activities:   50.83%  69.3554s     20068  3.4560ms  638.24us  5.9717ms  [CUDA memcpy DtoD]
                   46.75%  63.7808s     10003  6.3762ms  1.9262ms  8.9567ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_relu_tile148t_nt_v0
                    0.00%  5.1840us         6     864ns     704ns     992ns  cuDeviceGetUuid
                    0.00%  5.0880us         7     726ns     640ns     832ns  cudaPeekAtLastError
                    0.00%  4.3840us         2  2.1920us  1.7920us  2.5920us  cuDevicePrimaryCtxRelease

==27726== NVTX result:
==27726==   Thread "<unnamed>" (id = 1793998864)
==27726==     Domain "TensorRT"
==27726==       Range "(Unnamed Layer* 0) [Convolution]"
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
          Range:  100.00%  845.30ms     10000  84.530us  60.065us  1.1016ms  (Unnamed Layer* 0) [Convolution]
 GPU activities:  100.00%  63.7750s     10000  6.3775ms  1.9480ms  8.9567ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_relu_tile148t_nt_v0
      API calls:  100.00%  648.78ms     10000  64.877us  45.857us  903.17us  cudaLaunchKernel

==27726==       Range "ExecutionContext::execute"
            Type  Time(%)      Time     Calls       Avg       Min       Max  Name
          Range:  100.00%  104.662s     10000  10.466ms  3.9886ms  13.121ms  ExecutionContext::execute
 GPU activities:   64.53%  63.7750s     10000  6.3775ms  1.9480ms  8.9567ms  trt_maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_relu_tile148t_nt_v0
                   35.47%  35.0572s     10000  3.5057ms  1.7872ms  5.9717ms  [CUDA memcpy DtoD]
      API calls:   69.42%  1.47312s     10000  147.31us  108.64us  596.51us  cudaMemcpyAsync
                   30.58%  648.78ms     10000  64.877us  45.857us  903.17us  cudaLaunchKernel

==27726== Warning: Some profiling data are not recorded. Make sure cudaProfilerStop() or cuProfilerStop() is called before application exit to flush profile data.
